,Title,Abstract,lemma_text,DT_Labels
468,"Apocarotenoids: hormones, mycorrhizal metabolites and aroma volatiles","Apocarotenoids are tailored from carotenoids by oxidative enzymes [carotenoid cleavage oxygenases (CCOs)], cleaving specific double bonds of the polyene chain. The cleavage products can act as hormones, signaling compounds, chromophores and scent/aroma constituents. Recent advances were the identification of strigolactones as apocarotenoids and the description of their novel role as shoot branching inhibitor hormones. Strigolactones are also involved in plant signaling to both harmful (parasitic weeds) and beneficial [arbuscular mycorrhizal (AM) fungi] rhizosphere residents. This review describes the progress in the characterization of CCOs, termed CCDs and NCEDs, in plants. It highlights the importance of sequential cleavage reactions of C40 carotenoid precursors, the apocarotenoid cleavage oxygenase (ACO) nature of several CCOs and the topic of compartmentation. Work on the biosynthesis of abundant C13 cyclohexenone and C14 mycorradicin apocarotenoids in mycorrhizal roots has revealed a new role of CCD1 as an ACO of C27 apocarotenoid intermediates, following their predicted export from plastid to cytosol. Manipulation of the AM-induced apocarotenoid pathway further suggests novel roles of C13 apocarotenoids in controlling arbuscule turnover in the AM symbiosis. CCD7 has been established as a biosynthetic crosspoint, controlling both strigolactone and AM-induced C13 apocarotenoid biosynthesis. Interdependence of the two apocarotenoid pathways may thus play a role in AM-mediated reduction of parasitic weed infestations. Potential scenarios of C13 scent/aroma volatile biogenesis are discussed, including the novel mechanism revealed from mycorrhizal roots. The recent progress in apocarotenoid research opens up new perspectives for fundamental work, but has also great application potential for the horticulture, food and fragrance industries.",apocarotenoids tailored carotenoid oxidative enzyme carotenoid cleavage oxygenase ccos cleaving specific double bond polyene chain the cleavage product act hormone signaling compound chromophore scent aroma constituent recent advance identification strigolactones apocarotenoids description novel role shoot branching inhibitor hormone strigolactones also involved plant signaling harmful parasitic weed beneficial arbuscular mycorrhizal am fungi rhizosphere resident this review describes progress characterization ccos termed ccds nceds plant it highlight importance sequential cleavage reaction c carotenoid precursor apocarotenoid cleavage oxygenase aco nature several ccos topic compartmentation work biosynthesis abundant c cyclohexenone c mycorradicin apocarotenoids mycorrhizal root revealed new role ccd aco c apocarotenoid intermediate following predicted export plastid cytosol manipulation am induced apocarotenoid pathway suggests novel role c apocarotenoids controlling arbuscule turnover am symbiosis ccd established biosynthetic crosspoint controlling strigolactone am induced c apocarotenoid biosynthesis interdependence two apocarotenoid pathway may thus play role am mediated reduction parasitic weed infestation potential scenario c scent aroma volatile biogenesis discussed including novel mechanism revealed mycorrhizal root the recent progress apocarotenoid research open new perspective fundamental work also great application potential horticulture food fragrance industry,low
469,"Artemisia annua L. and photoresponse: from artemisinin accumulation, volatile profile and anatomical modifications to gene expression","Blue and yellow light affected metabolism and the morphology. Blue and red promote the DOXP/MEP pathway. ADS gene expression was increased in plants cultivated under blue, promoting artemisinin content.",blue yellow light affected metabolism morphology blue red promote doxp mep pathway ads gene expression increased plant cultivated blue promoting artemisinin content,low
470,Bioinformatics approach to understand nature’s unified mechanism of stereo-divergent synthesis of isoprenoid skeletons,"In isoprenoid metabolism, cyclisation is the important gateway to chemical diversity. Terpene synthase is responsible for the cyclisation of a few universal substrates forming hundreds of often stereo-chemically complex mono- and poly-cyclic terpene hydrocarbons with a broad spectrum of functions in pharmaceuticals, flavours and fragrance industry. Although they are discovered and characterised mainly from plants and fungi, yet only a small share of bacterial terpenes has been investigated so far owing to their low level of expression in wild-type microorganisms. Extensive bacterial genome mining has revealed a treasure trove of terpene synthase genes and their regulated heterologous overexpression has pitched-in to describe the biochemical function of putative genes and sequester new terpene metabolites. This review deals with the modern genome mining techniques and molecular methods, providing more experimental tools for studying the structure and functions of terpenoid metabolites and strongly supports the idea that genome mining is a utile approach in deciphering the terpenoid diversity in bacteria.",in isoprenoid metabolism cyclisation important gateway chemical diversity terpene synthase responsible cyclisation universal substrate forming hundred often stereo chemically complex mono poly cyclic terpene hydrocarbon broad spectrum function pharmaceutical flavour fragrance industry although discovered characterised mainly plant fungi yet small share bacterial terpene investigated far owing low level expression wild type microorganism extensive bacterial genome mining revealed treasure trove terpene synthase gene regulated heterologous overexpression pitched describe biochemical function putative gene sequester new terpene metabolite this review deal modern genome mining technique molecular method providing experimental tool studying structure function terpenoid metabolite strongly support idea genome mining utile approach deciphering terpenoid diversity bacteria,low
471,"Bioproducts, Biofuels, and Perfumes: Conifer Terpene Synthases and their Potential for Metabolic Engineering","Conifer trees, including the economically and ecologically important pine (Pinus), spruce (Picea), and fir (Abies) species, produce large amounts of oleoresin terpenoids as a defense against herbivores and pathogens. Due to the structural diversity of oleoresin terpenoids and their various chemical and physical properties, which range from solid and viscous resins to liquids and volatiles, many of these compounds are useful to humans for the production of therapeutics, fragrances and flavors, biofuels, and fine chemicals. In this chapter, we feature three examples of conifer terpenoids, the diterpene resin acids (DRA), the sesquiterpene E-a-bisabolene, and the diterpenol cis-abienol, to highlight the versatile utility of conifer terpenoids as renewable bioproducts. We focus on recent research progress on conifer terpene synthases (TPS) which produce a wealth of terpene scaffolds in nature. Our recent advances in conifer transcriptome and genome sequencing as well as metabolite analyses have accelerated discovery and definitive functional annotation of terpenoid pathway genes. New insights into the evolutionary diversification of conifer TPS, their modular organization, and dynamic expression will be fundamental to advance metabolic engineering and synthetic biology platforms for high-value terpenoids.",conifer tree including economically ecologically important pine pinus spruce picea fir abies specie produce large amount oleoresin terpenoids defense herbivore pathogen due structural diversity oleoresin terpenoids various chemical physical property range solid viscous resin liquid volatile many compound useful human production therapeutic fragrance flavor biofuels fine chemical in chapter feature three example conifer terpenoids diterpene resin acid dra sesquiterpene e bisabolene diterpenol ci abienol highlight versatile utility conifer terpenoids renewable bioproducts we focus recent research progress conifer terpene synthases tps produce wealth terpene scaffold nature our recent advance conifer transcriptome genome sequencing well metabolite analysis accelerated discovery definitive functional annotation terpenoid pathway gene new insight evolutionary diversification conifer tps modular organization dynamic expression fundamental advance metabolic engineering synthetic biology platform high value terpenoids,low
472,Bio-solar cell factories for photosynthetic isoprenoids production,Photosynthetic production of isoprenoids in cyanobacteria is considered in terms of metabolic engineering and biological importance.,photosynthetic production isoprenoids cyanobacteria considered term metabolic engineering biological importance,high
473,Biosynthesis and Biological Functions of Terpenoids in Plants,This work was supported by the National Science Foundation MCB grant 0950865.,this work supported national science foundation mcb grant,low
474,Biosynthesis and engineering of isoprenoid small molecules,"Isoprenoid secondary metabolites are a rich source of commercial products that have not been fully explored. At present, there are isoprenoid products used in cancer therapy, the treatment of infectious diseases, and crop protection. All isoprenoids share universal prenyl diphosphate precursors synthesized via two distinct pathways. From these universal precursors, the biosynthetic pathways to specific isoprenoids diverge resulting in a staggering array of products. Taking advantage of this diversity has been the focus of much effort in metabolic engineering heterologous hosts. In addition, the engineering of the mevalonate pathway has increased levels of the universal precursors available for heterologous production. Finally, we will describe the efforts to produce to commercial terpenoids, paclitaxel and artemisinin.",isoprenoid secondary metabolite rich source commercial product fully explored at present isoprenoid product used cancer therapy treatment infectious disease crop protection all isoprenoids share universal prenyl diphosphate precursor synthesized via two distinct pathway from universal precursor biosynthetic pathway specific isoprenoids diverge resulting staggering array product taking advantage diversity focus much effort metabolic engineering heterologous host in addition engineering mevalonate pathway increased level universal precursor available heterologous production finally describe effort produce commercial terpenoids paclitaxel artemisinin,high
475,Biosynthesis and function of terpenoid defense compounds in maize (Zea mays),Maize produces an array of herbivore-induced terpene volatiles that attract parasitoids to infested plants and a suite of pathogen-induced non-volatile terpenoids with antimicrobial activity to defend against pests.,maize produce array herbivore induced terpene volatile attract parasitoids infested plant suite pathogen induced non volatile terpenoids antimicrobial activity defend pest,low
476,Biosynthesis of Carotenoids in Plants: Enzymes and Color,"Carotenoids are the most important biocolor isoprenoids responsible for yellow, orange and red colors found in nature. In plants, they are synthesized in plastids of photosynthetic and sink organs and are essential molecules for photosynthesis, photo-oxidative damage protection and phytohormone synthesis. Carotenoids also play important roles in human health and nutrition acting as vitamin A precursors and antioxidants. Biochemical and biophysical approaches in different plants models have provided significant advances in understanding the structural and functional roles of carotenoids in plants as well as the key points of regulation in their biosynthesis. To date, different plant models have been used to characterize the key genes and their regulation, which has increased the knowledge of the carotenoid metabolic pathway in plants. In this chapter a description of each step in the carotenoid synthesis pathway is presented and discussed.",carotenoids important biocolor isoprenoids responsible yellow orange red color found nature in plant synthesized plastid photosynthetic sink organ essential molecule photosynthesis photo oxidative damage protection phytohormone synthesis carotenoids also play important role human health nutrition acting vitamin a precursor antioxidant biochemical biophysical approach different plant model provided significant advance understanding structural functional role carotenoid plant well key point regulation biosynthesis to date different plant model used characterize key gene regulation increased knowledge carotenoid metabolic pathway plant in chapter description step carotenoid synthesis pathway presented discussed,high
477,Biosynthesis of Lower Terpenoids: Genetic and Physiological Controls in Woody Plants,"Biosynthesis of lower terpenoids has been studied in maritime pine (Pinus pinaster) using three complementary approaches: (a) biochemistry, (b) electron microscopy, and (c) cell-free systems. Monoterpene hydrocarbon synthesis is performed by the transitory activity of a specific organelle—the leucoplast. Monogenic control of terpenes is expressed differently in primary and secondary structures. In needles, sesquiterpene production is continuous. The cyclization processes take place in endomembranes, presumably in the endoplasmic reticulum. The role of C10 and C15 acyclic compounds is demonstrated by in vivo and in vitro results. The existence of six major genes, each controlling the level of one terpene, has been demonstrated and some practical applications developed. The cell regulation of terpene biosynthesis is disturbed by various aggressions which induce either stimulation of quiescent specialized cells or delocalized synthesis.",biosynthesis lower terpenoids studied maritime pine pinus pinaster using three complementary approach biochemistry b electron microscopy c cell free system monoterpene hydrocarbon synthesis performed transitory activity specific organelle leucoplast monogenic control terpene expressed differently primary secondary structure in needle sesquiterpene production continuous the cyclization process take place endomembranes presumably endoplasmic reticulum the role c c acyclic compound demonstrated vivo vitro result the existence six major gene controlling level one terpene demonstrated practical application developed the cell regulation terpene biosynthesis disturbed various aggression induce either stimulation quiescent specialized cell delocalized synthesis,low
478,Biosynthesis of Plant-Derived Odorants,"Plants produce thousands of structurally diverse volatile signal compounds to attract pollinating insects and seed dispersing animals. These compounds are often perceived by humans as a specific fruit or vegetable aroma. Many of these volatiles serve also as defense substances against fungi, bacteria, viruses, and herbivores. The knowledge of precursors and pathways leading to the formation of volatiles in fruits and vegetables has considerably progressed during the last years because of the use of molecular and biochemical techniques. In vitro characterization of the heterologously expressed enzymes has helped clarify the pathways of volatile formation. This chapter will, therefore, provide an overview of biosynthetic sequences and construction mechanisms that are illustrated in most cases using detailed reaction schemes. The various compounds are predominantly ordered according to the biosynthetic pathway that is used in plants to synthesize them and are grouped into carbohydrate-, lipid-, and amino-acid-derived odorants, terpenoids, and glycosidically bound odorants.",plants produce thousand structurally diverse volatile signal compound attract pollinating insect seed dispersing animal these compound often perceived human specific fruit vegetable aroma many volatile serve also defense substance fungi bacteria virus herbivore the knowledge precursor pathway leading formation volatile fruit vegetable considerably progressed last year use molecular biochemical technique in vitro characterization heterologously expressed enzyme helped clarify pathway volatile formation this chapter therefore provide overview biosynthetic sequence construction mechanism illustrated case using detailed reaction scheme the various compound predominantly ordered according biosynthetic pathway used plant synthesize grouped carbohydrate lipid amino acid derived odorants terpenoids glycosidically bound odorants,medium
479,Biosynthesis of Sesquiterpene Lactones in Plants and Metabolic Engineering for Their Biotechnological Production,"In the present chapter, we review some aspects of the biosynthesis of sesquiterpene lactones and its regulation in different medicinal and aromatic plants used in the pharmaceutical industry. In this sense, we describe the mevalonate and the 2-C-methyl-D-erythritol 4-phosphate pathways, which generate the corresponding isoprenoid precursors (isopentenyl diphosphate and dimethylallyl diphosphate), as well as the late pathways that lead to sesquiterpene lactone biosynthesis. This chapter also analyses the role of the transcription factors involved in the regulation of sesquiterpene lactone biosynthesis and the different biotechnological approaches that have been developed for sesquiterpene lactone production. In vitro plant cell cultures (comprising micropropagation and plant cell suspension, shoot and root cultures) have emerged as a production platform for many plant secondary metabolites, since they allow their production under controlled conditions and shorter production cycles. The characterisation and isolation of genes involved in the regulation of sesquiterpene lactone biosynthetic pathways have allowed the design of metabolic engineering strategies to increase the production of these metabolites. Moreover, we discuss different strategies to increase sesquiterpene lactone production through genetic engineering. We also focus on the metabolic engineering of the artemisinin biosynthetic pathway in Artemisia annua. This metabolic pathway has become a model system not only for the biotechnological production of sesquiterpene lactones but also for the improvement of other plant secondary metabolic pathways. Finally, we analyse the successful expression of the complete artemisinin biosynthetic pathway in Escherichia coli and Saccharomyces cerevisiae, which has led to the efficient accumulation of artemisinic acid in these microorganisms.",in present chapter review aspect biosynthesis sesquiterpene lactones regulation different medicinal aromatic plant used pharmaceutical industry in sense describe mevalonate c methyl d erythritol phosphate pathway generate corresponding isoprenoid precursor isopentenyl diphosphate dimethylallyl diphosphate well late pathway lead sesquiterpene lactone biosynthesis this chapter also analysis role transcription factor involved regulation sesquiterpene lactone biosynthesis different biotechnological approach developed sesquiterpene lactone production in vitro plant cell culture comprising micropropagation plant cell suspension shoot root culture emerged production platform many plant secondary metabolite since allow production controlled condition shorter production cycle the characterisation isolation gene involved regulation sesquiterpene lactone biosynthetic pathway allowed design metabolic engineering strategy increase production metabolite moreover discus different strategy increase sesquiterpene lactone production genetic engineering we also focus metabolic engineering artemisinin biosynthetic pathway artemisia annua this metabolic pathway become model system biotechnological production sesquiterpene lactones also improvement plant secondary metabolic pathway finally analyse successful expression complete artemisinin biosynthetic pathway escherichia coli saccharomyces cerevisiae led efficient accumulation artemisinic acid microorganism,high
480,Biosynthesis of Terpenoid Natural Products in Fungi,"Tens of thousands of terpenoid natural products have been isolated from plants and microbial sources. Higher fungi (Ascomycota and Basidiomycota) are known to produce an array of well-known terpenoid natural products, including mycotoxins, antibiotics, antitumor compounds, and phytohormones. Except for a few well-studied fungal biosynthetic pathways, the majority of genes and biosynthetic pathways responsible for the biosynthesis of a small number of these secondary metabolites have only been discovered and characterized in the past 5–10 years. This chapter provides a comprehensive overview of the current knowledge on fungal terpenoid biosynthesis from biochemical, genetic, and genomic viewpoints. Enzymes involved in synthesizing, transferring, and cyclizing the prenyl chains that form the hydrocarbon scaffolds of fungal terpenoid natural products are systematically discussed. Genomic information and functional evidence suggest differences between the terpenome of the two major fungal phyla—the Ascomycota and Basidiomycota—which will be illustrated for each group of terpenoid natural products.",tens thousand terpenoid natural product isolated plant microbial source higher fungi ascomycota basidiomycota known produce array well known terpenoid natural product including mycotoxin antibiotic antitumor compound phytohormone except well studied fungal biosynthetic pathway majority gene biosynthetic pathway responsible biosynthesis small number secondary metabolite discovered characterized past year this chapter provides comprehensive overview current knowledge fungal terpenoid biosynthesis biochemical genetic genomic viewpoint enzymes involved synthesizing transferring cyclizing prenyl chain form hydrocarbon scaffold fungal terpenoid natural product systematically discussed genomic information functional evidence suggest difference terpenome two major fungal phylum ascomycota basidiomycota illustrated group terpenoid natural product,low
481,"Biosynthesis, accumulation and emission of carotenoids, a-tocopherol, plastoquinone, and isoprene in leaves under high photosynthetic irradiance","The localization of isoprenoid lipids in chloroplasts, the accumulation of particular isoprenoids under high irradiance conditions, and channelling of photosynthetically fixed carbon into plastidic thylakoid isoprenoids, volatile isoprenoids, and cytosolic sterols are reviewed. During leaf and chloroplast development in spring plastidic isoprenoid biosynthesis provides primarily thylakoid carotenoids, the phytyl side-chain of chlorophylls and the electron carriers phylloquinone K1, a-tocoquinone and a-tocopherol, as well as the nona-prenyl side-chain of plastoquinone-9. Under high irradiance, plants develop sun leaves and high light (HL) leaves with sun-type chloroplasts that possess, besides higher photosynthetic CO2 assimilation rates, different quantitative levels of pigments and prenylquinones as compared to shade leaves and low light (LL) leaves. After completion of chloroplast thylakoid synthesis plastidic isoprenoid biosynthesis continues at high irradiance conditions, constantly accumulating a-tocopherol (a-T) and the reduced form of plastoquinone-9 (PQ-9H2) deposited in the steadily enlarging osmiophilic plastoglobuli, the lipid reservoir of the chloroplast stroma. In sun leaves of beech (Fagus) and in 3-year-old sunlit Ficus leaves the level of a-T and PQ-9 can exceed that of chlorophyll b. Most plants respond to HL conditions (sun leaves, leaves suddenly lit by the sun) with a 1.4–2-fold increase of xanthophyll cycle carotenoids (violaxanthin, zeaxanthin, neoxanthin), an enhanced operation of the xanthophyll cycle and an increase of ß-carotene levels. This is documented by significantly lower values for the weight ratio chlorophylls to carotenoids (range: 3.6–4.6) as compared to shade and LL leaves (range: 4.8–7.0). Many plant leaves emit under HL and high temperature conditions at high rates the volatile compounds isoprene (broadleaf trees) or methylbutenol (American ponderosa pines), both of which are formed via the plastidic 1-deoxy-D-xylulose-phosphate/2-C-methylerythritol 5-phosphate (DOXP/MEP) pathway. Other plants by contrast, accumulate particular mono- and diterpenes. Under adequate photosynthetic conditions the chloroplastidic DOXP/MEP isoprenoid pathway essentially contributes, with its C5 isoprenoid precusors, to cytosolic sterol biosynthesis. The possible cross-talk between the two cellular isoprenoid pathways, the acetate/MVA and the DOXP/MEP pathways, that preferentially proceeds in a plastid-to-cytosol direction, is shortly discussed.",the localization isoprenoid lipid chloroplast accumulation particular isoprenoids high irradiance condition channelling photosynthetically fixed carbon plastidic thylakoid isoprenoids volatile isoprenoids cytosolic sterol reviewed during leaf chloroplast development spring plastidic isoprenoid biosynthesis provides primarily thylakoid carotenoid phytyl side chain chlorophyll electron carrier phylloquinone k tocoquinone tocopherol well nona prenyl side chain plastoquinone under high irradiance plant develop sun leaf high light hl leaf sun type chloroplast posse besides higher photosynthetic co assimilation rate different quantitative level pigment prenylquinones compared shade leaf low light ll leaf after completion chloroplast thylakoid synthesis plastidic isoprenoid biosynthesis continues high irradiance condition constantly accumulating tocopherol t reduced form plastoquinone pq h deposited steadily enlarging osmiophilic plastoglobuli lipid reservoir chloroplast stroma in sun leaf beech fagus year old sunlit ficus leaf level t pq exceed chlorophyll b most plant respond hl condition sun leaf leaf suddenly lit sun fold increase xanthophyll cycle carotenoid violaxanthin zeaxanthin neoxanthin enhanced operation xanthophyll cycle increase carotene level this documented significantly lower value weight ratio chlorophyll carotenoid range compared shade ll leaf range many plant leaf emit hl high temperature condition high rate volatile compound isoprene broadleaf tree methylbutenol american ponderosa pine formed via plastidic deoxy d xylulose phosphate c methylerythritol phosphate doxp mep pathway other plant contrast accumulate particular mono diterpenes under adequate photosynthetic condition chloroplastidic doxp mep isoprenoid pathway essentially contributes c isoprenoid precusors cytosolic sterol biosynthesis the possible cross talk two cellular isoprenoid pathway acetate mva doxp mep pathway preferentially proceeds plastid cytosol direction shortly discussed,low
482,Biotechnological Approaches to Increase Essential Oil Yield and Quality in Aromatic Plants: The Lavandula latifolia (Spike Lavender) Example. Past and Recommendations for the Future,"Increasing knowledge about isoprenoid biosynthesis pathways has provided new tools for aromatic plant breeding using biotechnological approaches. Notably, there are possibilities to modify essential oil profiles and enhance production of valuable monoterpenes. This attains a particular significance in Lavandula latifolia Medik. (spike lavender), one of the most important essential oil crops in Spain. This chapter summarizes work done to improve essential oil yield and quality by engineering: (1) the enzymes controlling regulatory steps of methyl-D-erythritol 4-phosphate (MEP) and mevalonic acid (MVA) pathways to increase C5 units employed for monoterpene biosynthesis and (2) the monoterpene synthases to produce changes in the qualitative profile of particular monoterpenes.",increasing knowledge isoprenoid biosynthesis pathway provided new tool aromatic plant breeding using biotechnological approach notably possibility modify essential oil profile enhance production valuable monoterpenes this attains particular significance lavandula latifolia medik spike lavender one important essential oil crop spain this chapter summarizes work done improve essential oil yield quality engineering enzyme controlling regulatory step methyl d erythritol phosphate mep mevalonic acid mva pathway increase c unit employed monoterpene biosynthesis monoterpene synthases produce change qualitative profile particular monoterpenes,low
483,Biotechnological production of limonene in microorganisms,"This mini review describes novel, biotechnology-based, ways of producing the monoterpene limonene. Limonene is applied in relatively highly priced products, such as fragrances, and also has applications with lower value but large production volume, such as biomaterials. Limonene is currently produced as a side product from the citrus juice industry, but the availability and quality are fluctuating and may be insufficient for novel bulk applications. Therefore, complementary microbial production of limonene would be interesting. Since limonene can be derivatized to high-value compounds, microbial platforms also have a great potential beyond just producing limonene. In this review, we discuss the ins and outs of microbial limonene production in comparison with plant-based and chemical production. Achievements and specific challenges for microbial production of limonene are discussed, especially in the light of bulk applications such as biomaterials.",this mini review describes novel biotechnology based way producing monoterpene limonene limonene applied relatively highly priced product fragrance also application lower value large production volume biomaterials limonene currently produced side product citrus juice industry availability quality fluctuating may insufficient novel bulk application therefore complementary microbial production limonene would interesting since limonene derivatized high value compound microbial platform also great potential beyond producing limonene in review discus in out microbial limonene production comparison plant based chemical production achievements specific challenge microbial production limonene discussed especially light bulk application biomaterials,low
484,Calling in the Dark: The Role of Volatiles for Communication in the Rhizosphere,"Volatile organic compounds play an important role in the communication between plants and other organisms. The rhizosphere contains a large and diverse microbial community whose members use similar volatiles for intra- and interspecific communication. However, the analysis of volatiles produced in the rhizosphere and their ecological functions have been little explored so far. In this chapter, we outline what is known about the classes of volatiles that are emitted into the rhizosphere by roots and soil microbes, and the effect they have on different interactors in the soil. Additionally, we review current approaches to sample volatiles in mesocosms and field soils. We conclude that to better understand the production and functions of volatiles in the rhizosphere, it is of critical importance to design set-ups that account for the natural complexity of soils. This will help to apply this knowledge for sustainable agriculture and the identification of novel agrochemicals.",volatile organic compound play important role communication plant organism the rhizosphere contains large diverse microbial community whose member use similar volatile intra interspecific communication however analysis volatile produced rhizosphere ecological function little explored far in chapter outline known class volatile emitted rhizosphere root soil microbe effect different interactors soil additionally review current approach sample volatile mesocosms field soil we conclude better understand production function volatile rhizosphere critical importance design set ups account natural complexity soil this help apply knowledge sustainable agriculture identification novel agrochemicals,medium
485,Cardamom Chemistry,"The chapter discusses, at length, the chemistry of cardamom, with special reference to the principal components of cardamom volatile oil, biosynthesis of flavor compounds, cardamom oleoresins, and extract. It also discusses biosynthesis of flavor compounds and evaluation of flavor quality.",the chapter discus length chemistry cardamom special reference principal component cardamom volatile oil biosynthesis flavor compound cardamom oleoresin extract it also discus biosynthesis flavor compound evaluation flavor quality,low
486,Chapter 10 The Role of the Methyl-Erythritol-Phosphate (MEP)Pathway in Rhythmic Emission of Volatiles,"Plants release an array of terpenoid compounds including hemiterpenes, mono- and sesquiterpenes, irregular terpenes and some diterpenes throughout their life cycles. These secondary metabolites play crucial roles in pollinator attraction, defense, communication and interaction with the surrounding environment. Release of these compounds from flowers and undamaged and herbivore attacked leaves follows a rhythmic profile, which is induced by illumination and often controlled by a circadian clock. In plants two distinct biochemical pathways localized in different subcellular compartments, the cytosolic mevalonic acid (MVA) pathway and plastidial methyl-erythritol-phosphate (MEP) pathway, are responsible for the biosynthesis of basic carbon building blocks for terpenoid compounds. Mounting evidence suggests that the flux through the MEP pathway changes rhythmically over a daily light/dark cycle peaking during the day. In this chapter we discuss the contribution of the MEP pathway to the rhythmic emission of terpenoids released from different plant tissues and the regulatory steps controlling the flux through this pathway.",plants release array terpenoid compound including hemiterpenes mono sesquiterpenes irregular terpene diterpenes throughout life cycle these secondary metabolite play crucial role pollinator attraction defense communication interaction surrounding environment release compound flower undamaged herbivore attacked leaf follows rhythmic profile induced illumination often controlled circadian clock in plant two distinct biochemical pathway localized different subcellular compartment cytosolic mevalonic acid mva pathway plastidial methyl erythritol phosphate mep pathway responsible biosynthesis basic carbon building block terpenoid compound mounting evidence suggests flux mep pathway change rhythmically daily light dark cycle peaking day in chapter discus contribution mep pathway rhythmic emission terpenoids released different plant tissue regulatory step controlling flux pathway,low
487,Chapter 7 The Non-mevalonate DOXP/MEP (Deoxyxylulose 5-Phosphate/Methylerythritol 4-Phosphate) Pathway of Chloroplast Isoprenoid and Pigment Biosynthesis,"The plastidic pathway for isopentenyl diphosphate (IPP) and isoprenoid biosynthesis, the DOXP/MEP pathway, possesses an essential function in the biosynthesis of thylakoidal prenylllipids chlorophylls (phytyl side-chain), carotenoids, plastoquinone-9, phylloquinone K1 and a-tocopherol, as well as for monoterpenes and diterpenes. Here we review its detection, its enzymes, intermediates, genes, cofactor requirements and inhibitors. This plastidic isoprenoid pathway is also contrasted against the acetate/mevalonate(MVA) pathway of isoprenoid biosynthesis operating in the cytosol for the biosynthesis of sterols, sesquiterpenes and polyterpenes. The DOXP/MEP pathway can specifically be inhibited by fosmidomycin and the acetate/MVA pathway by statins (e.g. mevinolin). By applying specifically marked substrates (2H-deoxyxylulose, 14C-DOXP, 3H-MVA or 14C-MVA) and specific inhibitors a cross-talk between both IPP yielding cell pathways was detected that operates preferentially in the chloroplast-to-cytosol direction. The DOXP/MEP pathway is also involved in the biosynthesis of the volatile hemiterpenes isoprene and methylbutenol. The distribution of the DOXP/MEP pathway in photosynthetic organisms (bacteria, algae, higher plants) and its putative origin in anoxigenic photosynthetic bacteria is reviewed. The DOXP/MEP pathway does not occur in Archaea, fungi or animals. The use of etiolated seedlings with their light-induced pigment accumulation as a test system for inhibitors of the DOXP/MEP pathway in the search of active ingredients against pathogenic bacteria and the malaria parasite Plasmodium is discussed.",the plastidic pathway isopentenyl diphosphate ipp isoprenoid biosynthesis doxp mep pathway posse essential function biosynthesis thylakoidal prenylllipids chlorophyll phytyl side chain carotenoid plastoquinone phylloquinone k tocopherol well monoterpenes diterpenes here review detection enzyme intermediate gene cofactor requirement inhibitor this plastidic isoprenoid pathway also contrasted acetate mevalonate mva pathway isoprenoid biosynthesis operating cytosol biosynthesis sterol sesquiterpenes polyterpenes the doxp mep pathway specifically inhibited fosmidomycin acetate mva pathway statin e g mevinolin by applying specifically marked substrate h deoxyxylulose c doxp h mva c mva specific inhibitor cross talk ipp yielding cell pathway detected operates preferentially chloroplast cytosol direction the doxp mep pathway also involved biosynthesis volatile hemiterpenes isoprene methylbutenol the distribution doxp mep pathway photosynthetic organism bacteria algae higher plant putative origin anoxigenic photosynthetic bacteria reviewed the doxp mep pathway occur archaea fungi animal the use etiolated seedling light induced pigment accumulation test system inhibitor doxp mep pathway search active ingredient pathogenic bacteria malaria parasite plasmodium discussed,low
488,Chapter 8 The Methylerythritol 4-Phosphate Pathway: Regulatory Role in Plastid Isoprenoid Biosynthesis,"Plastids synthesize a variety of isoprenoid compounds that are essential for plant growth and development, like carotenoids, gibberellins, abscisic acid and the side chain of chlorophylls, plastoquinone and tocopherols. Some plastidial isoprenoids are also relevant for their biotechnological interest. The recently elucidated methylerythritol 4-phosphate (MEP) pathway provides the isopentenyl diphosphate and dimethylallyl diphosphate required for the synthesis of plastidial isoprenoids. At present, very little is known about the regulatory mechanisms underlying the control of the metabolic flux through the MEP pathway and its crosstalk with the cytosolic mevalonate (MVA) pathway. Here I summarize recent aspects related to the regulatory role of the MEP pathway in the synthesis of plastidial isoprenoids and the use of reverse genetic strategies to study the crosstalk between the MVA and the MEP pathways.",plastids synthesize variety isoprenoid compound essential plant growth development like carotenoid gibberellin abscisic acid side chain chlorophyll plastoquinone tocopherol some plastidial isoprenoids also relevant biotechnological interest the recently elucidated methylerythritol phosphate mep pathway provides isopentenyl diphosphate dimethylallyl diphosphate required synthesis plastidial isoprenoids at present little known regulatory mechanism underlying control metabolic flux mep pathway crosstalk cytosolic mevalonate mva pathway here i summarize recent aspect related regulatory role mep pathway synthesis plastidial isoprenoids use reverse genetic strategy study crosstalk mva mep pathway,low
