Title,Abstract
The Plastidial 2-C-Methyl-d-Erythritol 4-Phosphate Pathway Provides the Isoprenyl Moiety for Protein Geranylgeranylation in Tobacco BY-2 Cells  ,"Protein farnesylation and geranylgeranylation are important posttranslational modifications in eukaryotic cells. We visualized in transformed Nicotiana tabacum Bright Yellow-2 (BY-2) cells the geranylgeranylation and plasma membrane localization of GFP-BD-CVIL, which consists of green fluorescent protein (GFP) fused to the C-terminal polybasic domain (BD) and CVIL isoprenylation motif from the Oryza sativa calmodulin, CaM61. Treatment with fosmidomycin (Fos) or oxoclomazone (OC), inhibitors of the plastidial 2-C-methyl-D-erythritol 4-phosphate (MEP) pathway, caused mislocalization of the protein to the nucleus, whereas treatment with mevinolin, an inhibitor of the cytosolic mevalonate pathway, did not. The nuclear localization of GFP-BD-CVIL in the presence of MEP pathway inhibitors was completely reversed by all-trans-geranylgeraniol (GGol). Furthermore, 1-deoxy-D-xylulose (DX) reversed the effects of OC, but not Fos, consistent with the hypothesis that OC blocks 1-deoxy-D-xylulose 5-phosphate synthesis, whereas Fos inhibits its conversion to 2-C-methyl-D-erythritol 4-phosphate. By contrast, GGol and DX did not rescue the nuclear mislocalization of GFP-BD-CVIL in the presence of a protein geranylgeranyltransferase type 1 inhibitor. Thus, the MEP pathway has an essential role in geranylgeranyl diphosphate (GGPP) biosynthesis and protein geranylgeranylation in BY-2 cells. GFP-BD-CVIL is a versatile tool for identifying pharmaceuticals and herbicides that interfere either with GGPP biosynthesis or with protein geranylgeranylation."
The Small Subunit of Snapdragon Geranyl Diphosphate Synthase Modifies the Chain Length Specificity of Tobacco Geranylgeranyl Diphosphate Synthase in Planta,"Geranyl diphosphate (GPP), the precursor of many monoterpene end products, is synthesized in plastids by a condensation of dimethylallyl diphosphate and isopentenyl diphosphate (IPP) in a reaction catalyzed by homodimeric or heterodimeric GPP synthase (GPPS). In the heterodimeric enzymes, a noncatalytic small subunit (GPPS.SSU) determines the product specificity of the catalytic large subunit, which may be either an active geranylgeranyl diphosphate synthase (GGPPS) or an inactive GGPPS-like protein. Here, we show that expression of snapdragon (Antirrhinum majus) GPPS.SSU in tobacco (Nicotiana tabacum) plants increased the total GPPS activity and monoterpene emission from leaves and flowers, indicating that the introduced catalytically inactive GPPS.SSU found endogenous large subunit partner(s) and formed an active snapdragon/tobacco GPPS in planta. Bimolecular fluorescence complementation and in vitro enzyme analysis of individual and hybrid proteins revealed that two of four GGPPS-like candidates from tobacco EST databases encode bona fide GGPPS that can interact with snapdragon GPPS.SSU and form a functional GPPS enzyme in plastids. The formation of chimeric GPPS in transgenic plants also resulted in leaf chlorosis, increased light sensitivity, and dwarfism due to decreased levels of chlorophylls, carotenoids, and gibberellins. In addition, these transgenic plants had reduced levels of sesquiterpene emission, suggesting that the export of isoprenoid intermediates from the plastids into the cytosol was decreased. These results provide genetic evidence that GPPS.SSU modifies the chain length specificity of phylogenetically distant GGPPS and can modulate IPP flux distribution between GPP and GGPP synthesis in planta."
The Tomato Terpene Synthase Gene Family    ,"Compounds of the terpenoid class play numerous roles in the interactions of plants with their environment, such as attracting pollinators and defending the plant against pests. We show here that the genome of cultivated tomato (Solanum lycopersicum) contains 44 terpene synthase (TPS) genes, including 29 that are functional or potentially functional. Of these 29 TPS genes, 26 were expressed in at least some organs or tissues of the plant. The enzymatic functions of eight of the TPS proteins were previously reported, and here we report the specific in vitro catalytic activity of 10 additional tomato terpene synthases. Many of the tomato TPS genes are found in clusters, notably on chromosomes 1, 2, 6, 8, and 10. All TPS family clades previously identified in angiosperms are also present in tomato. The largest clade of functional TPS genes found in tomato, with 12 members, is the TPS-a clade, and it appears to encode only sesquiterpene synthases, one of which is localized to the mitochondria, while the rest are likely cytosolic. A few additional sesquiterpene synthases are encoded by TPS-b clade genes. Some of the tomato sesquiterpene synthases use z,z-farnesyl diphosphate in vitro as well, or more efficiently than, the e,e-farnesyl diphosphate substrate. Genes encoding monoterpene synthases are also prevalent, and they fall into three clades: TPS-b, TPS-g, and TPS-e/f. With the exception of two enzymes involved in the synthesis of ent-kaurene, the precursor of gibberellins, no other tomato TPS genes could be demonstrated to encode diterpene synthases so far."
The Variability of Sesquiterpenes Emitted from Two Zea mays Cultivars Is Controlled by Allelic Variation of Two Terpene Synthase Genes Encoding Stereoselective Multiple Product Enzymes,"The mature leaves and husks of Zea mays release a complex blend of terpene volatiles after anthesis consisting predominantly of bisabolane-, sesquithujane-, and bergamotane-type sesquiterpenes. The varieties B73 and Delprim release the same volatile constituents but in significantly different proportions. To study the molecular genetic and biochemical mechanisms controlling terpene diversity and distribution in these varieties, we isolated the closely related terpene synthase genes terpene synthase4 (tps4) and tps5 from both varieties. The encoded enzymes, TPS4 and TPS5, each formed the same complex mixture of sesquiterpenes from the precursor farnesyl diphosphate but with different proportions of products. These mixtures correspond to the sesquiterpene blends observed in the varieties B73 and Delprim, respectively. The differences in the stereoselectivity of TPS4 and TPS5 are determined by four amino acid substitutions with the most important being a Gly instead of an Ala residue at position 409 at the catalytic site of the enzyme. Although both varieties contain tps4 and tps5 alleles, their differences in terpene composition result from the fact that B73 has only a single functional allele of tps4 and no functional alleles of tps5, whereas Delprim has only a functional allele of tps5 and no functional alleles of tps4. Lack of functionality was shown to be attributable to frame-shift mutations or amino acid substitutions that greatly reduce the activity of their encoded proteins. Therefore, the diversity of sesquiterpenes in these two maize cultivars is strongly influenced by single nucleotide changes in the alleles of two terpene synthase genes."
Two terpene synthases are responsible for the major sesquiterpenes emitted from the flowers of kiwifruit (Actinidia deliciosa),"Kiwifruit vines rely on bees for pollen transfer between spatially separated male and female individuals and require synchronized flowering to ensure pollination. Volatile terpene compounds, which are important cues for insect pollinator attraction, were studied by dynamic headspace sampling in the major green-fleshed kiwifruit (Actinidia deliciosa) cultivar ‘Hayward’ and its male pollinator ‘Chieftain’. Terpene volatile levels showed a profile dominated by the sesquiterpenes a-farnesene and germacrene D. These two compounds were emitted by all floral tissues and could be observed throughout the day, with lower levels at night. The monoterpene (E)-ß-ocimene was also detected in flowers but was emitted predominantly during the day and only from petal tissue. Using a functional genomics approach, two terpene synthase (TPS) genes were isolated from a ‘Hayward’ petal EST library. Bacterial expression and transient in planta data combined with analysis by enantioselective gas chromatography revealed that one TPS produced primarily (E,E)-a-farnesene and small amounts of (E)-ß-ocimene, whereas the second TPS produced primarily (+)-germacrene D. Subcellular localization using GFP fusions showed that both enzymes were localized in the cytoplasm, the site for sesquiterpene production. Real-time PCR analysis revealed that both TPS genes were expressed in the same tissues and at the same times as the corresponding floral volatiles. The results indicate that two genes can account for the major floral sesquiterpene volatiles observed in both male and female A. deliciosa flowers."
"Variation of Herbivore-Induced Volatile Terpenes among Arabidopsis Ecotypes Depends on Allelic Differences and Subcellular Targeting of Two Terpene Synthases, TPS02 and TPS03    ","When attacked by insects, plants release mixtures of volatile compounds that are beneficial for direct or indirect defense. Natural variation of volatile emissions frequently occurs between and within plant species, but knowledge of the underlying molecular mechanisms is limited. We investigated intraspecific differences of volatile emissions induced from rosette leaves of 27 accessions of Arabidopsis (Arabidopsis thaliana) upon treatment with coronalon, a jasmonate mimic eliciting responses similar to those caused by insect feeding. Quantitative variation was found for the emission of the monoterpene (E)-ß-ocimene, the sesquiterpene (E,E)-a-farnesene, the irregular homoterpene 4,8,12-trimethyltridecatetra-1,3,7,11-ene, and the benzenoid compound methyl salicylate. Differences in the relative emissions of (E)-ß-ocimene and (E,E)-a-farnesene from accession Wassilewskija (Ws), a high-(E)-ß-ocimene emitter, and accession Columbia (Col-0), a trace-(E)-ß-ocimene emitter, were attributed to allelic variation of two closely related, tandem-duplicated terpene synthase genes, TPS02 and TPS03. The Ws genome contains a functional allele of TPS02 but not of TPS03, while the opposite is the case for Col-0. Recombinant proteins of the functional Ws TPS02 and Col-0 TPS03 genes both showed (E)-ß-ocimene and (E,E)-a-farnesene synthase activities. However, differential subcellular compartmentalization of the two enzymes in plastids and the cytosol was found to be responsible for the ecotype-specific differences in (E)-ß-ocimene/(E,E)-a-farnesene emission. Expression of the functional TPS02 and TPS03 alleles is induced in leaves by elicitor and insect treatment and occurs constitutively in floral tissues. Our studies show that both pseudogenization in the TPS family and subcellular segregation of functional TPS enzymes control the variation and plasticity of induced volatile emissions in wild plant species."
2-Hydroxysorangiadenosine: Structure and Biosynthesis of a Myxobacterial Sesquiterpene–Nucleoside,"
Myxobacteria represent an under-investigated source for biologically active natural products featuring intriguing structural moieties with potential applications, e.g., in the pharmaceutical industry. Sorangiadenosine and the here-discovered 2-hydroxysorangiadenosine are myxobacterial sesquiterpene–nucleosides with an unusual structural moiety, a bicyclic eudesmane-type sesquiterpene. As the biosynthesis of these rare terpene–nucleoside hybrid natural products remains elusive, we investigated secondary metabolomes and genomes of several 2-hydroxysorangiadenosine-producing myxobacteria. We report the isolation and full structure elucidation of 2-hydroxysorangiadenosine and its cytotoxic and antibiotic activities and propose a biosynthetic pathway in the myxobacterium Vitiosangium cumulatum MCy10943T.
View Full-Text
"
A Sesquiterpene Synthase from the Endophytic Fungus Serendipita indica Catalyzes Formation of Viridiflorol,"
Interactions between plant-associated fungi and their hosts are characterized by a continuous crosstalk of chemical molecules. Specialized metabolites are often produced during these associations and play important roles in the symbiosis between the plant and the fungus, as well as in the establishment of additional interactions between the symbionts and other organisms present in the niche. Serendipita indica, a root endophytic fungus from the phylum Basidiomycota, is able to colonize a wide range of plant species, conferring many benefits to its hosts. The genome of S. indica possesses only few genes predicted to be involved in specialized metabolite biosynthesis, including a putative terpenoid synthase gene (SiTPS). In our experimental setup, SiTPS expression was upregulated when the fungus colonized tomato roots compared to its expression in fungal biomass growing on synthetic medium. Heterologous expression of SiTPS in Escherichia coli showed that the produced protein catalyzes the synthesis of a few sesquiterpenoids, with the alcohol viridiflorol being the main product. To investigate the role of SiTPS in the plant-endophyte interaction, an SiTPS-over-expressing mutant line was created and assessed for its ability to colonize tomato roots. Although overexpression of SiTPS did not lead to improved fungal colonization ability, an in vitro growth-inhibition assay showed that viridiflorol has antifungal properties. Addition of viridiflorol to the culture medium inhibited the germination of spores from a phytopathogenic fungus, indicating that SiTPS and its products could provide S. indica with a competitive advantage over other plant-associated fungi during root colonization.
View Full-Text
"
Advances in Fruit Aroma Volatile Research,"
Fruits produce a range of volatile compounds that make up their characteristic aromas and contribute to their flavor. Fruit volatile compounds are mainly comprised of esters, alcohols, aldehydes, ketones, lactones, terpenoids and apocarotenoids. Many factors affect volatile composition, including the genetic makeup, degree of maturity, environmental conditions, postharvest handling and storage. There are several pathways involved in volatile biosynthesis starting from lipids, amino acids, terpenoids and carotenoids. Once the basic skeletons are produced via these pathways, the diversity of volatiles is achieved via additional modification reactions such as acylation, methylation, oxidation/reduction and cyclic ring closure. In this paper, we review the composition of fruit aroma, the characteristic aroma compounds of several representative fruits, the factors affecting aroma volatile, and the biosynthetic pathways of volatile aroma compounds. We anticipate that this review would provide some critical information for profound research on fruit aroma components and their manipulation during development and storage.
View Full-Text
"
Agrobacterium-Mediated Transformation of Chrysanthemum with Artemisinin Biosynthesis Pathway Genes,"
Artemisinin-based drugs are the most effective medicine for the malaria treatment. To date, the main method of artemisinin production is its extraction from wormwood plants Artemisia annua L. Due to the limitation of this source, considerable efforts are now directed to the development of methods for artemisinin production using heterologous expression systems. Artemisinin is a sesquiterpene lactone, synthesized through the cyclization of farnesyl diphosphate involved in other sesquiterpene biosynthetic systems. Chrysanthemum species as well as A. annua, belong to Asteraceae family, and had been characterized by containing highly content of sesquiterpenes and their precursors. This makes chrysanthemum a promising target for the production of artemisinin in heterologous host plants. Chrysanthemum (C. morifolium Ramat.) was transformed by Agrobacterium tumefaciens carrying with the binary vectors p1240 and p1250, bearing artemisinin biosynthesis genes coding: amorpha-4,11-diene synthase, artemisinic aldehyde ?11(13) reductase, amorpha-4,11-diene monooxygenase (p1240 was targeted to the mitochondria and p1250 was targeted to the cytosol), cytochrome P450 reductase from A. annua, as well as yeast truncated 3-hydroxy-3-methylglutarylcoenzyme A reductase. This study obtained 8 kanamycin-resistant lines after transformation with the p1240 and 2 lines from p1250. All target genes were detected in 2 and 1 transgenic lines of the 2 vectors. The transformation frequency of all target genes were 0.33% and 0.17% for p1240 and p1250, relative to the total transformed explant numbers. RT-PCR analysis revealed the transcription of all transferred genes in two lines obtained after transformation with the p1240 vector, confirming the possibility of transferring genetic modules encoding entire biochemical pathways into the chrysanthemum genome. This holds promise for the development of a chrysanthemum-based expression system to produce non-protein substances, such as artemisinin.
View Full-Text
"
"An Integrative Volatile Terpenoid Profiling and Transcriptomics Analysis in Hoya cagayanensis, Hoya lacunosa and Hoya coriacea (Apocynaceae, Marsdenieae)","
Hoya’s R.Br. attractive flower shapes and unique scents make it suitable to be exploited as a new source of tropical fragrance. Therefore, this study aims to elucidate the biosynthesis of secondary metabolites using phytochemical and transcriptomic approaches to understand the mechanisms of scents biosynthesis, especially terpenoid in Hoya. Three Hoya flower species were selected in this study: Hoya cagayanensis, Hoya lacunosa, and Hoya coriacea. The secondary metabolite profiles characterizing scents on flowers were performed using head space solid phase microextraction (HS-SPME). Gas chromatography-mass spectrometry (GC-MS) revealed 23 compounds from H. cagayanensis, 14 from H. lacunose, and 36 from H. coriacea. Volatiles from the three species had different fragrance profiles, with ß-ocimene and methyl salicylate compounds dominating the odor in H. cagayanensis. The 1-octane-3-ol was found highest in H. lacunosa, and (Z)-acid butyric, 3-hexenyl ester was found highest in H. coriacea. Subsequent studies were conducted to identify the biosynthesis pathway of secondary metabolites responsible for the aroma profile released by Hoya flowers through transcriptome sequencing using the Illumina Hiseq 4000 platform. A total of 109,240 (75.84%) unigenes in H. cagayanensis, 42,479 (69.00%) in H. lacunosa and 72,610 (70.55%) in H. coriacea of the total unigenes were successfully annotated using public databases such as NCBI-Nr, KEGG, InterPro, and Gene Ontology (GO). In conclusion, this study successfully identified the complete outline of terpenoid biosynthesis pathways for the first time in Hoya. This discovery could lead to the exploitation of new knowledge in producing high-value compounds using the synthetic biology approach.
View Full-Text
"
"An Update on the Function, Biosynthesis and Regulation of Floral Volatile Terpenoids","
Floral volatile terpenoids (FVTs) belong to a group of volatile organic compounds (VOC) that play important roles in attracting pollinators, defending against pathogens and parasites and serving as signals associated with biotic and abiotic stress responses. Although research on FVTs has been increasing, a systematic generalization is lacking. Among flowering plants used mainly for ornamental purposes, a systematic study on the production of FVTs in flowers with characteristic aromas is still limited. This paper reviews the biological functions and biosynthesis of FVTs, which may contribute a foundational aspect for future research. We highlight regulatory mechanisms that control the production of FVTs in ornamental flowers and the intersection of biosynthetic pathways that produce flower fragrance and color. Additionally, we summarize the opportunities and challenges facing FVT research in the whole genome and -omics eras and the possible research directions that will provide a foundation for further innovation and utilization of flowering ornamental plants and their germplasm resources.
View Full-Text
"
Biochemical Characterization and Function of Eight Microbial Type Terpene Synthases from Lycophyte Selaginella moellendorffii,"
Selaginella moellendorffii is a lycophyte, a member of an ancient vascular plant lineage. Two distinct types of terpene synthase (TPS) genes were identified from this species, including S. moellendorffii TPS genes (SmTPSs) and S. moellendorffii microbial TPS-like genes (SmMTPSLs). The goal of this study was to investigate the biochemical functions of SmMTPSLs. Here, eight full-length SmMTPSL genes (SmMTPSL5, -15, -19, -23, -33, -37, -46, and -47) were functionally characterized from S. moellendorffii. Escherichia coli-expressed recombinant SmMTPSLs were tested for monoterpenes synthase and sesquiterpenes synthase activities. These enzymatic products were typical monoterpenes and sesquiterpenes that have been previous shown to be generated by typical plant TPSs when provided with geranyl diphosphate (GPP) and farnesyl diphosphate (FPP) as the substrates. Meanwhile, SmMTPSL23, -33, and -37 were up-regulated when induced by alamethicin (ALA) and methyl jasmonate (MeJA), suggesting a role for these genes in plants response to abiotic stresses. Furthermore, this study pointed out that the terpenoids products of SmMTPSL23, -33, and -37 have an antibacterial effect on Pseudomonas syringae pv. tomato DC3000 and Staphylococcus aureus. Taken together, these results provide more information about the catalytic and biochemical function of SmMTPSLs in S. moellendorffii plants.
View Full-Text
"
Terpenoid Metabolic Engineering in Photosynthetic Microorganisms,"
Terpenoids are a group of natural products that have a variety of roles, both essential and non-essential, in metabolism and in biotic and abiotic interactions, as well as commercial applications such as pharmaceuticals, food additives, and chemical feedstocks. Economic viability for commercial applications is commonly not achievable by using natural source organisms or chemical synthesis. Engineered bio-production in suitable heterologous hosts is often required to achieve commercial viability. However, our poor understanding of regulatory mechanisms and other biochemical processes makes obtaining efficient conversion yields from feedstocks challenging. Moreover, production from carbon dioxide via photosynthesis would significantly increase the environmental and potentially the economic credentials of these processes by disintermediating biomass feedstocks. In this paper, we briefly review terpenoid metabolism, outline some recent advances in terpenoid metabolic engineering, and discuss why photosynthetic unicellular organisms—such as algae and cyanobacteria—might be preferred production platforms for the expression of some of the more challenging terpenoid pathways
View Full-Text
"
Terpenoids and Their Biosynthesis in Cyanobacteria,"
Terpenoids, or isoprenoids, are a family of compounds with great structural diversity which are essential for all living organisms. In cyanobacteria, they are synthesized from the methylerythritol-phosphate (MEP) pathway, using glyceraldehyde 3-phosphate and pyruvate produced by photosynthesis as substrates. The products of the MEP pathway are the isomeric five-carbon compounds isopentenyl diphosphate and dimethylallyl diphosphate, which in turn form the basic building blocks for formation of all terpenoids. Many terpenoid compounds have useful properties and are of interest in the fields of pharmaceuticals and nutrition, and even potentially as future biofuels. The MEP pathway, its function and regulation, and the subsequent formation of terpenoids have not been fully elucidated in cyanobacteria, despite its relevance for biotechnological applications. In this review, we summarize the present knowledge about cyanobacterial terpenoid biosynthesis, both regarding the native metabolism and regarding metabolic engineering of cyanobacteria for heterologous production of non-native terpenoids.
View Full-Text
"
The Biosynthesis of Artemisinin (Qinghaosu) and the Phytochemistry of Artemisia annua L. (Qinghao),"
The Chinese medicinal plant Artemisia annua L. (Qinghao) is the only known source of the sesquiterpene artemisinin (Qinghaosu), which is used in the treatment of malaria. Artemisinin is a highly oxygenated sesquiterpene, containing a unique 1,2,4-trioxane ring structure, which is responsible for the antimalarial activity of this natural product. The phytochemistry of A. annua is dominated by both sesquiterpenoids and flavonoids, as is the case for many other plants in the Asteraceae family. However, A. annua is distinguished from the other members of the family both by the very large number of natural products which have been characterised to date (almost six hundred in total, including around fifty amorphane and cadinane sesquiterpenes), and by the highly oxygenated nature of many of the terpenoidal secondary metabolites. In addition, this species also contains an unusually large number of terpene allylic hydroperoxides and endoperoxides. This observation forms the basis of a proposal that the biogenesis of many of the highly oxygenated terpene metabolites from A. annua – including artemisinin itself – may proceed by spontaneous oxidation reactions of terpene precursors, which involve these highly reactive allyllic hydroperoxides as intermediates. Although several studies of the biosynthesis of artemisinin have been reported in the literature from the 1980s and early 1990s, the collective results from these studies were rather confusing because they implied that an unfeasibly large number of different sesquiterpenes could all function as direct precursors to artemisinin (and some of the experiments also appeared to contradict one another). As a result, the complete biosynthetic pathway to artemisinin could not be stated conclusively at the time. Fortunately, studies which have been published in the last decade are now providing a clearer picture of the biosynthetic pathways in A. annua. By synthesising some of the sesquiterpene natural products which have been proposed as biogenetic precursors to artemisinin in such a way that they incorporate a stable isotopic label, and then feeding these precursors to intact A. annua plants, it has now been possible to demonstrate that dihydroartemisinic acid is a late-stage precursor to artemisinin and that the closely related secondary metabolite, artemisinic acid, is not (this approach differs from all the previous studies, which used radio-isotopically labelled precursors that were fed to a plant homogenate or a cell-free preparation). Quite remarkably, feeding experiments with labeled dihydroartemisinic acid and artemisinic acid have resulted in incorporation of label into roughly half of all the amorphane and cadinane sesquiterpenes which were already known from phytochemical studies of A. annua. These findings strongly support the hypothesis that many of the highly oxygenated sesquiterpenoids from this species arise by oxidation reactions involving allylic hydroperoxides, which seem to be such a defining feature of the chemistry of A. annua. In the particular case of artemisinin, these in vivo results are also supported by in vitro studies, demonstrating explicitly that the biosynthesis of artemisinin proceeds via the tertiary allylic hydroperoxide, which is derived from oxidation of dihydroartemisinic acid. There is some evidence that the autoxidation of dihydroartemisinic acid to this tertiary allylic hydroperoxide is a non-enzymatic process within the plant, requiring only the presence of light; and, furthermore, that the series of spontaneous rearrangement reactions which then convert this allylic hydroperoxide to the 1,2,4-trioxane ring of artemisinin are also non-enzymatic in nature.
View Full-Text
"
The Complexity of Sesquiterpene Chemistry Dictates Its Pleiotropic Biologic Effects on Inflammation,"
Sesquiterpenes (SQs) are volatile compounds made by plants, insects, and marine organisms. SQ have a large range of biological properties and are potent inhibitors and modulators of inflammation, targeting specific components of the nuclear factor-kappaB (NF-?B) signaling pathway and nitric oxide (NO) generation. Because SQs can be isolated from over 1600 genera and 2500 species grown worldwide, they are an attractive source of phytochemical therapeutics. The chemical structure and biosynthesis of SQs is complex, and the SQ scaffold represents extraordinary structural variety consisting of both acyclic and cyclic (mono, bi, tri, and tetracyclic) compounds. These structures can be decorated with a diverse range of functional groups and substituents, generating many stereospecific configurations. In this review, the effect of SQs on inflammation will be discussed in the context of their complex chemistry. Because inflammation is a multifactorial process, we focus on specific aspects of inflammation: the inhibition of NF-kB signaling, disruption of NO production and modulation of dendritic cells, mast cells, and monocytes. Although the molecular targets of SQs are varied, we discuss how these pathways may mediate the effects of SQs on inflammation.
View Full-Text
"
The Uncertain Role of Biogenic VOC for Boundary-Layer Ozone Concentration: Example Investigation of Emissions from Two Forest Types with a Box Model,"
High levels of air pollution including ground level ozone significantly reduce humans’ life expectancy and cause forest damage and decreased tree growth. The French Vosges and the German Black Forest are regions well-known for having the highest tropospheric ozone concentrations at remote forested sites in Central Europe. This box model study investigates the sensitivity of atmospheric chemistry calculations of derived ozone on differently resolved forest tree composition and volatile organic compound emissions. Representative conditions were chosen for the Upper Rhine area including the Alsatian Vosges/France and the Black Forest/Germany during summer. This study aims to answer the following question: What level of input detail for Alsace and Black Forest tree mixtures is required to accurately simulate ozone formation? While the French forest in Alsace—e.g., in the Vosges—emits isoprene to a substantially higher extent than the forest at the German site, total monoterpene emissions at the two sites are rather similar. However, the individual monoterpene structures, and therefore their reactivity, differs. This causes a higher ozone production rate for Vosges forest mixture conditions than for Black Forest tree mixtures at identical NOx levels, with the difference increasing with temperature. The difference in ozone formation is analyzed in detail and the short-comings of reduced descriptions are discussed. The outcome serves as a to-do-list to allow accurate future ozone predictions influenced by the climate adaptation of forests and the change in forest species composition.
View Full-Text
"
Therapeutic Potential of Volatile Terpenes and Terpenoids from Forests for Inflammatory Diseases,"
Forest trees are a major source of biogenic volatile organic compounds (BVOCs). Terpenes and terpenoids are known as the main BVOCs of forest aerosols. These compounds have been shown to display a broad range of biological activities in various human disease models, thus implying that forest aerosols containing these compounds may be related to beneficial effects of forest bathing. In this review, we surveyed studies analyzing BVOCs and selected the most abundant 23 terpenes and terpenoids emitted in forested areas of the Northern Hemisphere, which were reported to display anti-inflammatory activities. We categorized anti-inflammatory processes related to the functions of these compounds into six groups and summarized their molecular mechanisms of action. Finally, among the major 23 compounds, we examined the therapeutic potentials of 12 compounds known to be effective against respiratory inflammation, atopic dermatitis, arthritis, and neuroinflammation among various inflammatory diseases. In conclusion, the updated studies support the beneficial effects of forest aerosols and propose their potential use as chemopreventive and therapeutic agents for treating various inflammatory diseases.
View Full-Text
"
Tissue-Specific Expression of the Terpene Synthase Family Genes in Rosa chinensis and Effect of Abiotic Stress Conditions,"
Rose (Rosa chinensis) is one of the most famous ornamental plants worldwide, with a variety of colors and fragrances. Terpene synthases (TPSs) play critical roles in the biosynthesis of terpenes. In this work, we report a comprehensive study on the genome-wide identification and characterization of the TPS family in R. chinensis. We identified 49 TPS genes in the R. chinensis genome, and they were grouped into five subfamilies (TPS-a, TPS-b, TPS-c, TPS-g and TPS-e/f). Phylogenetics, gene structure and conserved motif analyses indicated that the RcTPS genes possessed relatively conserved gene structures and the RcTPS proteins contained relatively conserved motifs. Multiple putative cis-acting elements involved in the stress response were identified in the promoter region of RcTPS genes, suggesting that some could be regulated by stress. The expression profile of RcTPS genes showed that they were predominantly expressed in the petals of open flowers, pistils, leaves and roots. Under osmotic and heat stresses, the expression of most RcTPS genes was upregulated. These data provide a useful foundation for deciphering the functional roles of RcTPS genes during plant growth as well as addressing the link between terpene biosynthesis and abiotic stress responses in roses.
View Full-Text
"
Transcriptome and Metabolome Dynamics Explain Aroma Differences between Green and Red Prickly Ash Fruit,"
Green prickly ash (Zanthoxylum armatum) and red prickly ash (Zanthoxylum bungeanum) fruit have unique flavor and aroma characteristics that affect consumers’ purchasing preferences. However, differences in aroma components and relevant biosynthesis genes have not been systematically investigated in green and red prickly ash. Here, through the analysis of differentially expressed genes (DEGs), differentially abundant metabolites, and terpenoid biosynthetic pathways, we characterize the different aroma components of green and red prickly ash fruits and identify key genes in the terpenoid biosynthetic pathway. Gas chromatography-mass spectrometry (GC-MS) was used to identify 41 terpenoids from green prickly ash and 61 terpenoids from red prickly ash. Piperitone was the most abundant terpenoid in green prickly ash fruit, whereas limonene was most abundant in red prickly ash. Intergroup correlation analysis and redundancy analysis showed that HDS2, MVK2, and MVD are key genes for terpenoid synthesis in green prickly ash, whereas FDPS2 and FDPS3 play an important role in the terpenoid synthesis of red prickly ash. In summary, differences in the composition and content of terpenoids are the main factors that cause differences in the aromas of green and red prickly ash, and these differences reflect contrasting expression patterns of terpenoid synthesis genes.
View Full-Text
"
Traps and Pitfalls—Unspecific Reactions in Metabolic Engineering of Sesquiterpenoid Pathways,"
The characterization of plant enzymes by expression in prokaryotic and eukaryotic (yeast and plants) heterologous hosts has widely been used in recent decades to elucidate metabolic pathways in plant secondary metabolism. Yeast and plant systems provide the cellular environment of a eukaryotic cell and the subcellular compartmentalization necessary to facilitate enzyme function. The expression of candidate genes in these cell systems and the identification of the resulting products guide the way for the identification of enzymes with new functions. However, in many cases, the detected compounds are not the direct enzyme products but are caused by unspecific subsequent reactions. Even if the mechanisms for these unspecific reactions are in many cases widely reported, there is a lack of overview of potential reactions that may occur to provide a guideline for researchers working on the characterization of new enzymes. Here, an across-the-board summary of rearrangement reactions of sesquiterpenes in metabolic pathway engineering is presented. The different kinds of unspecific reactions as well as their chemical and cellular background are explained and strategies how to spot and how to avoid these unspecific reactions are given. Also, a systematic approach of classification of unspecific reactions is introduced. It is hoped that this mini-review will stimulate a discussion on how to systematically classify unspecific reactions in metabolic engineering and to expand this approach to other classes of plant secondary metabolites.
View Full-Text
"
Volatile Compounds of Raspberry Fruit: From Analytical Methods to Biological Role and Sensory Impact,"
Volatile compounds play a key role in the formation of the well-recognized and widely appreciated raspberry aroma. Studies on the isolation and identification of volatile compounds in raspberry fruit (Rubus idaeus L.) are reviewed with a focus on aroma-related compounds. A table is drawn up containing a comprehensive list of the volatile compounds identified so far in raspberry along with main references and quantitative data where available. Two additional tables report the glycosidic bond and enantiomeric distributions of the volatile compounds investigated up to now in raspberry fruit. Studies on the development and evolution of volatile compounds during fruit formation, ripening and senescence, and genetic and environmental influences are also reviewed. Recent investigations showing the potential role of raspberry volatile compounds in cultivar differentiation and fruit resistance to mold disease are reported as well. Finally a summary of research done so far and our vision for future research lines are reported.
View Full-Text
"
